Directory,GC Content,Count
AB-1_R1_fastqc,73.0,4.485200035909942
AB-1_R1_fastqc,74.0,3.18336019153271
AB-1_R1_fastqc,75.0,1.9534155197019083
AB-1_R1_fastqc,76.0,4.385500937079462
AB-1_R1_fastqc,77.0,4.319358257307378
AB-1_R1_fastqc,78.0,3.288768001224086
AB-1_R1_fastqc,79.0,2.3583949278368737
AB-1_R1_fastqc,80.0,3.451357915463557
AB-1_R1_fastqc,81.0,2.207691999358666
AB-1_R1_fastqc,82.0,1.3937309603976271
AB-1_R1_fastqc,83.0,1.3333333333333333
AB-1_R1_fastqc,84.0,2.0075757575757573
AB-1_R1_fastqc,85.0,1.0
AB-1_R1_fastqc,86.0,1.0
AB-1_R1_fastqc,87.0,1.0
AB-1_R1_fastqc,88.0,1.0
AB-1_R1_fastqc,89.0,1.0
AB-1_R1_fastqc,90.0,1.0
AB-1_R1_fastqc,91.0,1.3333333333333333
AB-1_R1_fastqc,92.0,1.0
AB-1_R1_fastqc,93.0,1.0
AB-1_R1_fastqc,94.0,1.0
AB-1_R1_fastqc,95.0,1.0
AB-1_R1_fastqc,96.0,1.0
AB-1_R1_fastqc,97.0,1.0
AB-1_R1_fastqc,98.0,1.0
AB-1_R1_fastqc,99.0,1.0
AB-1_R1_fastqc,100.0,1.0
AB-2_R1_fastqc,0.0,0.5
AB-2_R1_fastqc,1.0,0.0
AB-2_R1_fastqc,2.0,0.0
AB-2_R1_fastqc,3.0,0.0
AB-2_R1_fastqc,4.0,0.01098901098901099
AB-2_R1_fastqc,5.0,0.3367697594501718
AB-2_R1_fastqc,6.0,0.09090909090909091
AB-2_R1_fastqc,7.0,0.09090909090909091
AB-2_R1_fastqc,8.0,0.005847953216374269
AB-2_R1_fastqc,9.0,0.50355871886121
AB-2_R1_fastqc,10.0,0.8333333333333333
AB-2_R1_fastqc,11.0,0.8333333333333333
AB-2_R1_fastqc,12.0,0.5
AB-2_R1_fastqc,13.0,0.3333333333333333
AB-2_R1_fastqc,14.0,0.8666666666666667
AB-2_R1_fastqc,15.0,0.5833333333333333
AB-2_R1_fastqc,16.0,0.25
AB-2_R1_fastqc,17.0,0.5
AB-2_R1_fastqc,18.0,0.7
AB-2_R1_fastqc,19.0,0.0
AB-2_R1_fastqc,20.0,0.25
AB-2_R1_fastqc,21.0,1.95
AB-2_R1_fastqc,22.0,3.2
AB-2_R1_fastqc,23.0,3.015151515151515
AB-2_R1_fastqc,24.0,4.812140310669723
AB-2_R1_fastqc,25.0,9.002207559465623
AB-2_R1_fastqc,26.0,11.997871572871572
AB-2_R1_fastqc,27.0,14.130753414781742
AB-2_R1_fastqc,28.0,19.838377668447357
AB-2_R1_fastqc,29.0,21.215981879038676
AB-2_R1_fastqc,30.0,27.831202935192092
AB-2_R1_fastqc,31.0,38.223198018852415
AB-2_R1_fastqc,32.0,48.89840838534015
AB-2_R1_fastqc,33.0,64.86787523778472
AB-2_R1_fastqc,34.0,69.2316747211801
AB-2_R1_fastqc,35.0,77.13276445922853
AB-2_R1_fastqc,36.0,84.69796444571281
AB-2_R1_fastqc,37.0,83.53536456524041
AB-2_R1_fastqc,38.0,84.89218463343579
AB-2_R1_fastqc,39.0,82.04824423356509
AB-2_R1_fastqc,40.0,73.00778188292706
AB-2_R1_fastqc,41.0,70.14364317299984
AB-2_R1_fastqc,42.0,68.64542221005645
AB-2_R1_fastqc,43.0,60.09232433004174
AB-2_R1_fastqc,44.0,48.85714220144779
AB-2_R1_fastqc,45.0,43.25877035902688
AB-2_R1_fastqc,46.0,42.37022638793302
AB-2_R1_fastqc,47.0,40.209397535059665
AB-2_R1_fastqc,48.0,32.82978673955763
AB-2_R1_fastqc,49.0,31.53810244317521
AB-2_R1_fastqc,50.0,36.15919901645108
AB-2_R1_fastqc,51.0,37.23090161692325
AB-2_R1_fastqc,52.0,26.79095477009394
AB-2_R1_fastqc,53.0,24.43801324287086
AB-2_R1_fastqc,54.0,23.639775341175532
AB-2_R1_fastqc,55.0,20.070086064837906
AB-2_R1_fastqc,56.0,21.92977249066372
AB-2_R1_fastqc,57.0,17.6395345261708
AB-2_R1_fastqc,58.0,12.121483352046836
AB-2_R1_fastqc,59.0,15.50748966573024
AB-2_R1_fastqc,60.0,14.307038696743582
AB-2_R1_fastqc,61.0,11.562702249351153
AB-2_R1_fastqc,62.0,10.288685560435107
AB-2_R1_fastqc,63.0,8.938847993276383
AB-2_R1_fastqc,64.0,4.975414447543386
AB-2_R1_fastqc,65.0,3.7453685277965567
AB-2_R1_fastqc,66.0,3.987054849077198
AB-2_R1_fastqc,67.0,4.1834534415006
AB-2_R1_fastqc,68.0,3.935750945943839
AB-2_R1_fastqc,69.0,4.623348530615886
AB-2_R1_fastqc,70.0,3.4473261613497708
AB-2_R1_fastqc,71.0,3.3023312538130893
AB-2_R1_fastqc,72.0,3.7707383573218856
AB-2_R1_fastqc,73.0,3.420957697076105
AB-2_R1_fastqc,74.0,1.9015926836096682
AB-2_R1_fastqc,75.0,1.415414542184802
AB-2_R1_fastqc,76.0,2.021741911423452
AB-2_R1_fastqc,77.0,2.187137542925019
AB-2_R1_fastqc,78.0,1.5163934426229508
AB-2_R1_fastqc,79.0,2.4788018433179726
AB-2_R1_fastqc,80.0,1.1687109058394598
AB-2_R1_fastqc,81.0,1.6385281385281385
AB-2_R1_fastqc,82.0,1.6666666666666665
AB-2_R1_fastqc,83.0,1.0
AB-2_R1_fastqc,84.0,1.5
AB-2_R1_fastqc,85.0,2.0
AB-2_R1_fastqc,86.0,1.5
AB-2_R1_fastqc,87.0,1.0
AB-2_R1_fastqc,88.0,1.0
AB-2_R1_fastqc,89.0,1.0
AB-2_R1_fastqc,90.0,1.0
AB-2_R1_fastqc,91.0,1.0
AB-2_R1_fastqc,92.0,1.0
AB-2_R1_fastqc,93.0,1.0
AB-2_R1_fastqc,94.0,1.0
AB-2_R1_fastqc,95.0,1.0
AB-2_R1_fastqc,96.0,1.0
AB-2_R1_fastqc,97.0,1.0
AB-2_R1_fastqc,98.0,1.0
AB-2_R1_fastqc,99.0,1.0
AB-2_R1_fastqc,100.0,1.0
AC-1_R1_fastqc,0.0,0.0
AC-1_R1_fastqc,1.0,0.0
AC-1_R1_fastqc,2.0,0.0
AC-1_R1_fastqc,3.0,0.0
AC-1_R1_fastqc,4.0,0.0
AC-1_R1_fastqc,5.0,0.0
AC-1_R1_fastqc,6.0,0.0
AC-1_R1_fastqc,7.0,0.0
AC-1_R1_fastqc,8.0,0.0
AC-1_R1_fastqc,9.0,0.0
AC-1_R1_fastqc,10.0,0.0
AC-1_R1_fastqc,11.0,0.005235602094240838
AC-1_R1_fastqc,12.0,0.8333333333333333
AC-1_R1_fastqc,13.0,0.8356535189481825
AC-1_R1_fastqc,14.0,0.0
AC-1_R1_fastqc,15.0,0.2
AC-1_R1_fastqc,16.0,1.0333333333333332
AC-1_R1_fastqc,17.0,1.15
AC-1_R1_fastqc,18.0,3.2345238095238096
AC-1_R1_fastqc,19.0,5.366666666666667
AC-1_R1_fastqc,20.0,5.491666666666667
AC-1_R1_fastqc,21.0,7.472727272727272
AC-1_R1_fastqc,22.0,11.273051948051949
AC-1_R1_fastqc,23.0,15.436042480554676
AC-1_R1_fastqc,24.0,23.90862193362193
AC-1_R1_fastqc,25.0,33.84480519480518
AC-1_R1_fastqc,26.0,51.17544814340598
AC-1_R1_fastqc,27.0,73.1098162340987
AC-1_R1_fastqc,28.0,100.13405627794474
AC-1_R1_fastqc,29.0,140.23519301183552
AC-1_R1_fastqc,30.0,193.97074124062948
AC-1_R1_fastqc,31.0,257.75361255983637
AC-1_R1_fastqc,32.0,326.7660584832392
AC-1_R1_fastqc,33.0,386.4688249078791
AC-1_R1_fastqc,34.0,416.34088980943176
AC-1_R1_fastqc,35.0,483.2752571293842
AC-1_R1_fastqc,36.0,511.0109048181761
AC-1_R1_fastqc,37.0,537.0571520250423
AC-1_R1_fastqc,38.0,531.5479906472697
AC-1_R1_fastqc,39.0,528.9510743760903
AC-1_R1_fastqc,40.0,482.63114068148076
AC-1_R1_fastqc,41.0,441.47304995156605
AC-1_R1_fastqc,42.0,390.69982493319077
AC-1_R1_fastqc,43.0,360.9459351544162
AC-1_R1_fastqc,44.0,306.4460989034764
AC-1_R1_fastqc,45.0,269.7503673696079
AC-1_R1_fastqc,46.0,237.44890021360376
AC-1_R1_fastqc,47.0,215.38329020297516
AC-1_R1_fastqc,48.0,191.36653793625007
AC-1_R1_fastqc,49.0,170.13139679507358
AC-1_R1_fastqc,50.0,150.88552820585053
AC-1_R1_fastqc,51.0,146.62148516201557
AC-1_R1_fastqc,52.0,116.6118383080901
AC-1_R1_fastqc,53.0,104.68785216476684
AC-1_R1_fastqc,54.0,99.51914217617909
AC-1_R1_fastqc,55.0,89.91216606021007
AC-1_R1_fastqc,56.0,81.553684446447
AC-1_R1_fastqc,57.0,67.02988484389394
AC-1_R1_fastqc,58.0,56.973311741485226
AC-1_R1_fastqc,59.0,49.75253538309478
AC-1_R1_fastqc,60.0,51.35177235729875
AC-1_R1_fastqc,61.0,42.2991105860024
AC-1_R1_fastqc,62.0,36.88269783742255
AC-1_R1_fastqc,63.0,37.59848641847684
AC-1_R1_fastqc,64.0,31.65199663191511
AC-1_R1_fastqc,65.0,23.175679157278278
AC-1_R1_fastqc,66.0,21.898433442161487
AC-1_R1_fastqc,67.0,24.11973974522097
AC-1_R1_fastqc,68.0,18.075344620255624
AC-1_R1_fastqc,69.0,18.125945507278466
AC-1_R1_fastqc,70.0,16.17668228486136
AC-1_R1_fastqc,71.0,14.694844796302334
AC-1_R1_fastqc,72.0,12.41490576482225
AC-1_R1_fastqc,73.0,11.319197398935632
AC-1_R1_fastqc,74.0,10.52306288410662
AC-1_R1_fastqc,75.0,10.296776199551367
AC-1_R1_fastqc,76.0,8.24854807193753
AC-1_R1_fastqc,77.0,8.512552018571975
AC-1_R1_fastqc,78.0,8.215457877342425
AC-1_R1_fastqc,79.0,7.17002862728669
AC-1_R1_fastqc,80.0,4.940574421361896
AC-1_R1_fastqc,81.0,4.134307359307359
AC-1_R1_fastqc,82.0,4.879581529581529
AC-1_R1_fastqc,83.0,3.029220779220779
AC-1_R1_fastqc,84.0,2.8453463203463203
AC-1_R1_fastqc,85.0,3.4175324675324674
AC-1_R1_fastqc,86.0,1.424242424242424
AC-1_R1_fastqc,87.0,1.0
AC-1_R1_fastqc,88.0,1.7
AC-1_R1_fastqc,89.0,1.7
AC-1_R1_fastqc,90.0,1.3333333333333333
AC-1_R1_fastqc,91.0,1.0
AC-1_R1_fastqc,92.0,1.0
AC-1_R1_fastqc,93.0,1.0
AC-1_R1_fastqc,94.0,1.0
AC-1_R1_fastqc,95.0,1.0
AC-1_R1_fastqc,96.0,1.0
AC-1_R1_fastqc,97.0,1.0
AC-1_R1_fastqc,98.0,1.0
AC-1_R1_fastqc,99.0,1.0
AC-1_R1_fastqc,100.0,1.0
AC-2_R1_fastqc,0.0,0.5
AC-2_R1_fastqc,1.0,0.0
AC-2_R1_fastqc,2.0,0.0
AC-2_R1_fastqc,3.0,0.0
AC-2_R1_fastqc,4.0,0.0
AC-2_R1_fastqc,5.0,0.0
AC-2_R1_fastqc,6.0,0.0
AC-2_R1_fastqc,7.0,0.0
AC-2_R1_fastqc,8.0,0.0
AC-2_R1_fastqc,9.0,0.0
AC-2_R1_fastqc,10.0,0.005235602094240838
AC-2_R1_fastqc,11.0,0.0
AC-2_R1_fastqc,12.0,0.3333333333333333
AC-2_R1_fastqc,13.0,0.3333333333333333
AC-2_R1_fastqc,14.0,0.0
AC-2_R1_fastqc,15.0,0.0
AC-2_R1_fastqc,16.0,0.7261904761904762
AC-2_R1_fastqc,17.0,1.4166666666666665
AC-2_R1_fastqc,18.0,2.083333333333333
AC-2_R1_fastqc,19.0,1.3333333333333333
AC-2_R1_fastqc,20.0,3.3333333333333335
AC-2_R1_fastqc,21.0,3.5242424242424244
AC-2_R1_fastqc,22.0,4.2659090909090915
AC-2_R1_fastqc,23.0,5.615151515151514
AC-2_R1_fastqc,24.0,6.234199134199135
AC-2_R1_fastqc,25.0,8.932467532467534
AC-2_R1_fastqc,26.0,9.373366629154107
AC-2_R1_fastqc,27.0,11.005815063073133
AC-2_R1_fastqc,28.0,19.72190001828146
AC-2_R1_fastqc,29.0,29.217282245240295
AC-2_R1_fastqc,30.0,40.344740015576846
AC-2_R1_fastqc,31.0,54.55129684038925
AC-2_R1_fastqc,32.0,64.1730462199363
AC-2_R1_fastqc,33.0,87.34124176886073
AC-2_R1_fastqc,34.0,104.89182168982134
AC-2_R1_fastqc,35.0,119.96228578233492
AC-2_R1_fastqc,36.0,133.08160833716082
AC-2_R1_fastqc,37.0,126.39212833233823
AC-2_R1_fastqc,38.0,123.70793867497315
AC-2_R1_fastqc,39.0,120.0611901039859
AC-2_R1_fastqc,40.0,111.90456655273438
AC-2_R1_fastqc,41.0,102.04115410490934
AC-2_R1_fastqc,42.0,87.17456454314105
AC-2_R1_fastqc,43.0,76.3702223963982
AC-2_R1_fastqc,44.0,72.61593870570968
AC-2_R1_fastqc,45.0,71.29894297844017
AC-2_R1_fastqc,46.0,63.350762488134414
AC-2_R1_fastqc,47.0,55.2732611408497
AC-2_R1_fastqc,48.0,55.94237146698728
AC-2_R1_fastqc,49.0,51.164825190909326
AC-2_R1_fastqc,50.0,47.96390461384515
AC-2_R1_fastqc,51.0,49.755652135510694
AC-2_R1_fastqc,52.0,39.68889352447529
AC-2_R1_fastqc,53.0,34.58166197720424
AC-2_R1_fastqc,54.0,35.30248438608275
AC-2_R1_fastqc,55.0,33.75548590188427
AC-2_R1_fastqc,56.0,31.534067352008247
AC-2_R1_fastqc,57.0,25.303619250557876
AC-2_R1_fastqc,58.0,24.598344081921088
AC-2_R1_fastqc,59.0,24.03746457154588
AC-2_R1_fastqc,60.0,23.811184575630055
AC-2_R1_fastqc,61.0,22.659474099948966
AC-2_R1_fastqc,62.0,20.30068777946072
AC-2_R1_fastqc,63.0,16.80630604952611
AC-2_R1_fastqc,64.0,17.30802273820776
AC-2_R1_fastqc,65.0,19.07423211949599
AC-2_R1_fastqc,66.0,18.103313817377998
AC-2_R1_fastqc,67.0,16.18711785890321
AC-2_R1_fastqc,68.0,13.821005113457094
AC-2_R1_fastqc,69.0,12.018794272006044
AC-2_R1_fastqc,70.0,11.271047892338654
AC-2_R1_fastqc,71.0,10.406621579715411
AC-2_R1_fastqc,72.0,13.85668151729845
AC-2_R1_fastqc,73.0,12.383249567436664
AC-2_R1_fastqc,74.0,10.639120349974272
AC-2_R1_fastqc,75.0,10.173338499593422
AC-2_R1_fastqc,76.0,9.703691422019137
