Directory,Quality,Count,Qlt*Read
AF-1_R1_fastqc,52,0.0,0.0
AF-1_R1_fastqc,53,0.0,0.0
AF-1_R1_fastqc,54,0.0,0.0
AF-1_R1_fastqc,55,0.0,0.0
AF-1_R1_fastqc,56,1.0,56.0
AF-1_R1_fastqc,57,0.0,0.0
AF-1_R1_fastqc,58,0.0,0.0
AF-1_R1_fastqc,59,0.0,0.0
AF-1_R1_fastqc,60,0.0,0.0
AF-1_R1_fastqc,61,0.0,0.0
AF-1_R1_fastqc,62,0.0,0.0
AF-1_R1_fastqc,63,0.0,0.0
AF-1_R1_fastqc,64,0.0,0.0
AF-1_R1_fastqc,65,0.0,0.0
AF-1_R1_fastqc,66,0.0,0.0
AF-1_R1_fastqc,67,0.0,0.0
AF-1_R1_fastqc,68,0.0,0.0
AF-1_R1_fastqc,69,0.0,0.0
AF-1_R1_fastqc,70,0.0,0.0
AF-1_R1_fastqc,71,2.0,142.0
AF-1_R1_fastqc,72,0.0,0.0
AF-1_R1_fastqc,73,1.0,73.0
AF-1_R1_fastqc,74,0.0,0.0
AF-1_R1_fastqc,75,0.0,0.0
AF-1_R1_fastqc,76,2.0,152.0
AF-1_R1_fastqc,77,2.0,154.0
AF-1_R1_fastqc,78,2.0,156.0
AF-1_R1_fastqc,79,2.0,158.0
AF-1_R1_fastqc,80,1.0,80.0
AF-1_R1_fastqc,81,0.0,0.0
AF-1_R1_fastqc,82,0.0,0.0
AF-1_R1_fastqc,83,1.0,83.0
AF-1_R1_fastqc,84,0.0,0.0
AF-1_R1_fastqc,85,0.0,0.0
AF-1_R1_fastqc,86,1.0,86.0
AF-1_R1_fastqc,87,1.0,87.0
AF-1_R1_fastqc,88,0.0,0.0
AF-1_R1_fastqc,89,1.0,89.0
AF-2_R1_fastqc,3,6.0,18.0
AF-2_R1_fastqc,4,35.0,140.0
AF-2_R1_fastqc,5,125.0,625.0
AF-2_R1_fastqc,6,197.0,1182.0
AF-2_R1_fastqc,7,205.0,1435.0
AF-2_R1_fastqc,8,238.0,1904.0
AF-2_R1_fastqc,9,317.0,2853.0
AF-2_R1_fastqc,10,352.0,3520.0
AF-2_R1_fastqc,11,338.0,3718.0
AF-2_R1_fastqc,12,382.0,4584.0
AF-2_R1_fastqc,13,491.0,6383.0
AF-2_R1_fastqc,14,658.0,9212.0
AF-2_R1_fastqc,15,944.0,14160.0
AF-2_R1_fastqc,16,1190.0,19040.0
AF-2_R1_fastqc,17,1600.0,27200.0
AF-2_R1_fastqc,18,2072.0,37296.0
AF-2_R1_fastqc,19,2562.0,48678.0
AF-2_R1_fastqc,20,3695.0,73900.0
AF-2_R1_fastqc,21,5475.0,114975.0
AF-2_R1_fastqc,22,8036.0,176792.0
AF-2_R1_fastqc,23,11511.0,264753.0
AF-2_R1_fastqc,24,14426.0,346224.0
AF-2_R1_fastqc,25,12219.0,305475.0
AF-2_R1_fastqc,26,4934.0,128284.0
AF-2_R1_fastqc,27,912.0,24624.0
AF-2_R1_fastqc,28,224.0,6272.0
AF-2_R1_fastqc,29,98.0,2842.0
AF-2_R1_fastqc,30,45.0,1350.0
AF-2_R1_fastqc,31,39.0,1209.0
AF-2_R1_fastqc,32,29.0,928.0
AF-2_R1_fastqc,33,17.0,561.0
AF-2_R1_fastqc,34,14.0,476.0
AF-2_R1_fastqc,35,13.0,455.0
AF-2_R1_fastqc,36,7.0,252.0
AF-2_R1_fastqc,37,11.0,407.0
AF-2_R1_fastqc,38,7.0,266.0
AF-2_R1_fastqc,39,7.0,273.0
AF-2_R1_fastqc,40,6.0,240.0
AF-2_R1_fastqc,41,3.0,123.0
AF-2_R1_fastqc,42,3.0,126.0
AF-2_R1_fastqc,43,7.0,301.0
AF-2_R1_fastqc,44,3.0,132.0
AF-2_R1_fastqc,45,3.0,135.0
AF-2_R1_fastqc,46,4.0,184.0
AF-2_R1_fastqc,47,1.0,47.0
AF-2_R1_fastqc,48,3.0,144.0
AF-2_R1_fastqc,49,0.0,0.0
AF-2_R1_fastqc,50,1.0,50.0
AF-2_R1_fastqc,51,6.0,306.0
AF-2_R1_fastqc,52,2.0,104.0
AF-2_R1_fastqc,53,6.0,318.0
AF-2_R1_fastqc,54,2.0,108.0
AF-2_R1_fastqc,55,5.0,275.0
AF-2_R1_fastqc,56,3.0,168.0
AF-2_R1_fastqc,57,1.0,57.0
AF-2_R1_fastqc,58,1.0,58.0
AF-2_R1_fastqc,59,1.0,59.0
AF-2_R1_fastqc,60,0.0,0.0
AF-2_R1_fastqc,61,0.0,0.0
AF-2_R1_fastqc,62,1.0,62.0
AF-2_R1_fastqc,63,0.0,0.0
AF-2_R1_fastqc,64,0.0,0.0
AF-2_R1_fastqc,65,0.0,0.0
AF-2_R1_fastqc,66,2.0,132.0
AF-2_R1_fastqc,67,1.0,67.0
AF-2_R1_fastqc,68,0.0,0.0
AF-2_R1_fastqc,69,0.0,0.0
AF-2_R1_fastqc,70,0.0,0.0
AF-2_R1_fastqc,71,1.0,71.0
AF-2_R1_fastqc,72,0.0,0.0
AF-2_R1_fastqc,73,0.0,0.0
AF-2_R1_fastqc,74,0.0,0.0
AF-2_R1_fastqc,75,0.0,0.0
AF-2_R1_fastqc,76,1.0,76.0
AF-2_R1_fastqc,77,0.0,0.0
AF-2_R1_fastqc,78,0.0,0.0
AF-2_R1_fastqc,79,0.0,0.0
AF-2_R1_fastqc,80,0.0,0.0
AF-2_R1_fastqc,81,0.0,0.0
AF-2_R1_fastqc,82,0.0,0.0
AF-2_R1_fastqc,83,0.0,0.0
AF-2_R1_fastqc,84,0.0,0.0
AF-2_R1_fastqc,85,0.0,0.0
AF-2_R1_fastqc,86,2.0,172.0
AF-2_R1_fastqc,87,1.0,87.0
